                  id                  |             movement_id              |              variant_id              | quantity | amount | return |         created_at         |         updated_at
 925fe13f-42e3-4c6a-917c-c0fc3ce048fe | d74b96f3-45fc-4313-ae9c-0353261f48a2 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |       32 |        | f      | 2023-07-04 06:00:12.982641 | 2023-07-04 06:00:12.990921
 8e1d03d4-5b0c-45e2-8aec-97acb3bc43b9 | e01d166e-12af-413d-9f0e-f1e1a3003f23 | e7037c34-a0fa-456e-9553-3db60f661f66 |      122 |   24.4 | f      | 2023-07-04 07:52:14.427761 | 2023-07-04 07:52:14.430657
 2ec8bd67-1cfa-4ff3-9ad4-4537d1ece59f | d74b96f3-45fc-4313-ae9c-0353261f48a2 | 78c6e2e7-d3db-417f-9e3a-548c6887ce31 |      960 |  244.0 | f      | 2023-07-04 06:00:12.992247 | 2023-07-04 06:00:13.011056
 f25dd070-0837-4641-934f-5d539acb9c1b | e741a16e-5168-4e60-827b-46ffd882c367 | f9dd789d-e42f-4129-a3d2-d6e10222613c |       96 |        | f      | 2023-07-04 06:01:28.218991 | 2023-07-04 06:01:28.227696
 e4ed2d3d-d137-4c62-8c2b-742e684c01fb | 74aaf230-996d-440f-b2af-c57a595fbf65 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      594 |        | f      | 2023-07-03 05:34:44.971299 | 2023-07-03 05:34:44.978914
 4e710a72-2095-45d2-b71d-6fbf90472742 | f0e6681b-469a-4dbb-b7c5-333451e4cb86 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      594 |        | f      | 2023-07-03 05:37:13.542742 | 2023-07-03 05:37:13.550914
 19089bc7-7968-4596-96f3-96aaa0034173 | 5e78ae8d-a4d6-4a9c-94de-3bc46bb413b9 | 6820ce00-e935-4326-8fec-f084be377256 |      200 |   80.0 | f      | 2023-07-04 07:52:49.498636 | 2023-07-04 07:52:49.498636
 1f010ebd-584f-4cbf-9d47-6b73127c2874 | e741a16e-5168-4e60-827b-46ffd882c367 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      468 |  123.0 | f      | 2023-07-04 06:01:28.229086 | 2023-07-04 06:01:28.241375
 a450595a-ab83-44b3-a516-a9448b2e1a51 | 2e6cdb6f-c488-4b69-90c8-c4a5c9282deb | 6820ce00-e935-4326-8fec-f084be377256 |       40 |   16.0 | f      | 2023-07-04 07:46:59.805841 | 2023-07-04 07:46:59.805841
 7e0d3367-96af-40d4-9561-f2d60aa2bacf | 2e6cdb6f-c488-4b69-90c8-c4a5c9282deb | e7037c34-a0fa-456e-9553-3db60f661f66 |        4 |    0.8 | f      | 2023-07-04 07:46:59.814773 | 2023-07-04 07:46:59.817978
 da5cd398-62c6-4aee-a9d8-c4e0000f4bd1 | d50c7398-6c6a-46ba-9702-1fb0ce89b121 | 6820ce00-e935-4326-8fec-f084be377256 |       67 |   26.8 | f      | 2023-07-04 07:47:26.22473  | 2023-07-04 07:47:26.22473
 e072d38b-ace1-4e33-9a5a-a6a65884c4aa | d50c7398-6c6a-46ba-9702-1fb0ce89b121 | e7037c34-a0fa-456e-9553-3db60f661f66 |        2 |    0.4 | f      | 2023-07-04 07:47:26.235479 | 2023-07-04 07:47:26.240019
 a9379657-0889-4bc0-af57-4d97e90828c7 | 85fe824e-fb7f-48ad-9772-3f7fbbc8bfd4 | 6820ce00-e935-4326-8fec-f084be377256 |      170 |   68.0 | f      | 2023-07-04 07:47:46.818075 | 2023-07-04 07:47:46.818075
 ab6a1f9c-1c65-471b-bc73-e088efd1491a | 7f629914-c38f-4300-a593-f91dd7df3d2b | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |       32 |        | f      | 2023-07-03 05:46:12.294064 | 2023-07-03 05:46:12.302757
 ff559d2c-89e7-4173-938a-553fc7e424d2 | 7f629914-c38f-4300-a593-f91dd7df3d2b | 78c6e2e7-d3db-417f-9e3a-548c6887ce31 |      960 |  212.0 | f      | 2023-07-03 05:46:12.304036 | 2023-07-03 05:46:12.319396
 3c7abab9-940b-4a27-9ec5-fe43f93bd4d3 | 0ce92210-87bc-452a-9702-44a66afb91ce | 6820ce00-e935-4326-8fec-f084be377256 |       43 |   17.2 | f      | 2023-07-04 07:48:57.030963 | 2023-07-04 07:48:57.030963
 d798fe6a-73a7-410c-a8d4-aaa656c92fdf | 0ce92210-87bc-452a-9702-44a66afb91ce | e7037c34-a0fa-456e-9553-3db60f661f66 |       22 |    4.4 | f      | 2023-07-04 07:48:57.037867 | 2023-07-04 07:48:57.040324
 3f76962e-33c3-4517-9585-f2a628ab271d | 0ce92210-87bc-452a-9702-44a66afb91ce | 2d2011f2-4bbc-489b-9712-c950b157eff3 |        2 |    0.2 | f      | 2023-07-04 07:48:57.046623 | 2023-07-04 07:48:57.049455
 e8956607-5421-4247-a78b-35a59558132b | 0ce92210-87bc-452a-9702-44a66afb91ce | c12314f7-b73d-44fd-a928-be7400737634 |        2 |    0.2 | f      | 2023-07-04 07:48:57.055243 | 2023-07-04 07:48:57.058704
 448ab01f-0745-44af-8c9d-8b25d210d064 | 570f7422-dacf-495e-b6fa-d46d5b42516d | 6820ce00-e935-4326-8fec-f084be377256 |      449 |  179.6 | f      | 2023-07-04 07:49:50.217609 | 2023-07-04 07:49:50.217609
 e0ce46c1-81e9-4424-8976-2720e6250161 | 570f7422-dacf-495e-b6fa-d46d5b42516d | e7037c34-a0fa-456e-9553-3db60f661f66 |        2 |    0.4 | f      | 2023-07-04 07:49:50.224576 | 2023-07-04 07:49:50.227379
 b325533e-862d-41d8-9266-d7c239bceb07 | 420ba984-bc99-4a06-b601-3c36653254f8 | 6820ce00-e935-4326-8fec-f084be377256 |       72 |   28.8 | f      | 2023-07-04 07:50:19.677876 | 2023-07-04 07:50:19.677876
 ff2ac0b5-8ca4-4e04-9e48-df18f36db25e | 420ba984-bc99-4a06-b601-3c36653254f8 | e7037c34-a0fa-456e-9553-3db60f661f66 |       50 |   10.0 | f      | 2023-07-04 07:50:19.685329 | 2023-07-04 07:50:19.688548
 2a6eac46-b099-4036-81bb-1a687143f501 | e899f47b-7edd-4d96-9739-0022237ac1f8 | 6820ce00-e935-4326-8fec-f084be377256 |       67 |   26.8 | f      | 2023-07-04 07:50:41.825673 | 2023-07-04 07:50:41.825673
 646af967-2026-4ede-ad0e-334b47cd180e | e899f47b-7edd-4d96-9739-0022237ac1f8 | e7037c34-a0fa-456e-9553-3db60f661f66 |        7 |    1.4 | f      | 2023-07-04 07:50:41.833246 | 2023-07-04 07:50:41.836154
 12f3452b-e375-4195-be00-dfa0ee1258e4 | 2c423263-b0ea-4be8-ab30-d6c3a297bfa1 | 6820ce00-e935-4326-8fec-f084be377256 |       60 |   24.0 | f      | 2023-07-04 07:51:05.306153 | 2023-07-04 07:51:05.306153
 89eb59e7-656d-4186-ae58-2a0fcdcbd8e1 | 2c423263-b0ea-4be8-ab30-d6c3a297bfa1 | e7037c34-a0fa-456e-9553-3db60f661f66 |      114 |   22.8 | f      | 2023-07-04 07:51:05.313107 | 2023-07-04 07:51:05.315861
 262aa612-6ad8-400c-854a-75a99ae6b676 | 5e78ae8d-a4d6-4a9c-94de-3bc46bb413b9 | e7037c34-a0fa-456e-9553-3db60f661f66 |       76 |   15.2 | f      | 2023-07-04 07:52:49.504729 | 2023-07-04 07:52:49.507402
 b33a2186-f098-479e-8b5b-86bbf3408b1d | e7bb5bcc-f7f1-435b-96d9-3c33c2ce77dc | 6820ce00-e935-4326-8fec-f084be377256 |      115 |   46.0 | f      | 2023-07-04 07:53:12.006634 | 2023-07-04 07:53:12.006634
 bf4b0530-6166-4ef7-a49a-bd56571149f8 | e7bb5bcc-f7f1-435b-96d9-3c33c2ce77dc | e7037c34-a0fa-456e-9553-3db60f661f66 |        9 |    1.8 | f      | 2023-07-04 07:53:12.013996 | 2023-07-04 07:53:12.016978
 4f93c199-18f5-4854-a3b9-46f7027268c0 | a07de280-ebfe-4317-baab-556b79300aeb | 6820ce00-e935-4326-8fec-f084be377256 |       38 |   15.2 | f      | 2023-07-04 07:53:53.053647 | 2023-07-04 07:53:53.053647
 9e83ef39-9b97-4f15-8108-3d8bd9005d49 | a07de280-ebfe-4317-baab-556b79300aeb | e7037c34-a0fa-456e-9553-3db60f661f66 |       20 |    4.0 | f      | 2023-07-04 07:53:53.063164 | 2023-07-04 07:53:53.066792
 31f3bfd3-2673-4316-9e7d-10c5a34c107d | a07de280-ebfe-4317-baab-556b79300aeb | 0ca9545e-222e-43d9-82d6-f11088aac39d |        3 |   1.35 | f      | 2023-07-04 07:53:53.074143 | 2023-07-04 07:53:53.077457
 b4fb5d03-2737-4180-a4fc-97c8afbf45b6 | a07de280-ebfe-4317-baab-556b79300aeb | 2d2011f2-4bbc-489b-9712-c950b157eff3 |        2 |    0.2 | f      | 2023-07-04 07:53:53.084972 | 2023-07-04 07:53:53.088401
 4fdbeb6e-41ad-4f48-9a83-36984373eab6 | 74942f6d-e7d3-4a64-8dcf-8eb27d3f42b9 | 6820ce00-e935-4326-8fec-f084be377256 |       58 |   23.2 | f      | 2023-07-04 07:54:14.391757 | 2023-07-04 07:54:14.391757
 543117a5-4f5a-4b6e-8418-9123ec564148 | 29d8159a-8c1c-4d03-bbbe-2a37e945587a | 6820ce00-e935-4326-8fec-f084be377256 |       19 |    7.6 | f      | 2023-07-04 07:54:32.469135 | 2023-07-04 07:54:32.469135
 c351b5fe-a18d-49ea-b547-443cce83aba2 | dea5cc2b-eb62-4c35-8902-5f121d32ea50 | 6820ce00-e935-4326-8fec-f084be377256 |       36 |   14.4 | f      | 2023-07-04 07:54:52.038065 | 2023-07-04 07:54:52.038065
 df626565-802b-4d93-85a1-0c3902c8d3a8 | eca30667-c0dd-43b3-b820-b5efa5c6c66b | 6820ce00-e935-4326-8fec-f084be377256 |      170 |   68.0 | f      | 2023-07-04 07:55:18.509014 | 2023-07-04 07:55:18.509014
 8f1eb1fc-4bf3-48a8-a669-415bb37b425f | eca30667-c0dd-43b3-b820-b5efa5c6c66b | e7037c34-a0fa-456e-9553-3db60f661f66 |      448 |   89.6 | f      | 2023-07-04 07:55:18.516797 | 2023-07-04 07:55:18.519588
 fb805c7c-c971-40be-87fc-ae86fd382b7d | d8d4f399-57a6-4a67-8941-a9c154b63838 | 6820ce00-e935-4326-8fec-f084be377256 |       23 |    9.2 | f      | 2023-07-04 07:55:40.440244 | 2023-07-04 07:55:40.440244
 9fe4194b-dfa0-41fd-8ee9-e304225b632c | 634bd1e5-1340-4308-8dae-b1f9b1821a3a | 6820ce00-e935-4326-8fec-f084be377256 |      306 |  122.4 | f      | 2023-07-04 07:56:02.675609 | 2023-07-04 07:56:02.675609
 1770f6b6-f45e-4152-a481-99d78b8832fc | d8d76420-000b-440b-9917-e33bc7549e80 | 6820ce00-e935-4326-8fec-f084be377256 |      180 |   72.0 | f      | 2023-07-04 07:56:20.403965 | 2023-07-04 07:56:20.403965
 ff45adf8-f494-405c-8032-1c92b770d54b | 6b153aed-102e-4b54-8d35-d2d99b7502a7 | 6820ce00-e935-4326-8fec-f084be377256 |      106 |   42.4 | f      | 2023-07-04 07:56:50.369887 | 2023-07-04 07:56:50.369887
 ae076d53-8a6f-4c9e-8eb1-7713013c7434 | 555fda21-9bea-4208-8f14-b60a3cced91d | 6820ce00-e935-4326-8fec-f084be377256 |      442 |  176.8 | f      | 2023-07-04 07:57:43.958238 | 2023-07-04 07:57:43.958238
 d6e70b1e-7901-4577-ae71-46181e71579e | 555fda21-9bea-4208-8f14-b60a3cced91d | e7037c34-a0fa-456e-9553-3db60f661f66 |      191 |   38.2 | f      | 2023-07-04 07:57:43.966318 | 2023-07-04 07:57:43.969372
 d5944877-cdc2-4d50-bd42-e22a605232e9 | 34be0ce9-061b-4854-a455-2c6650b37f06 | 6820ce00-e935-4326-8fec-f084be377256 |      393 |  157.2 | f      | 2023-07-04 07:58:49.525881 | 2023-07-04 07:58:49.525881
 12d115c0-78ef-458e-ab3b-b3724ece5a2d | 34be0ce9-061b-4854-a455-2c6650b37f06 | e7037c34-a0fa-456e-9553-3db60f661f66 |      212 |   42.4 | f      | 2023-07-04 07:58:49.535807 | 2023-07-04 07:58:49.539276
 a916bfbc-715d-428e-8873-6429f07c3542 | 320d3ae3-3382-4b50-a3ad-fe141a9f849e | 6820ce00-e935-4326-8fec-f084be377256 |      378 |  151.2 | f      | 2023-07-04 07:59:54.040312 | 2023-07-04 07:59:54.040312
 1a838225-dede-4cef-973e-561a2861db85 | 2b8ad0a5-e958-4119-a261-d839a24456f6 | 6820ce00-e935-4326-8fec-f084be377256 |      361 |  144.4 | f      | 2023-07-04 08:00:20.545104 | 2023-07-04 08:00:20.545104
 5ef9bc58-b9dc-4196-875a-2c247f45f016 | 2b8ad0a5-e958-4119-a261-d839a24456f6 | e7037c34-a0fa-456e-9553-3db60f661f66 |      329 |   65.8 | f      | 2023-07-04 08:00:20.551564 | 2023-07-04 08:00:20.554144
 c2227726-b2ca-4b49-b133-cd361ce67500 | a9a984cd-40d0-4080-a7c4-315bce086e93 | 292b78df-fed4-45b9-bc2d-04563e0a519c |       51 |   20.4 | f      | 2023-07-04 08:00:48.012907 | 2023-07-04 08:00:48.012907
 66464a5c-1351-4f27-b289-551f043e23f4 | ffddb2cf-78f3-4862-8b3c-c06ef31e8138 | 6820ce00-e935-4326-8fec-f084be377256 |      113 |   45.2 | f      | 2023-07-04 08:01:45.561975 | 2023-07-04 08:01:45.561975
 759aa861-55a7-4b4c-b34b-ba199f203f43 | ffddb2cf-78f3-4862-8b3c-c06ef31e8138 | e7037c34-a0fa-456e-9553-3db60f661f66 |      214 |   42.8 | f      | 2023-07-04 08:01:45.569781 | 2023-07-04 08:01:45.573432
 9993039e-4dce-4c1a-982d-e927c8bb091c | 46f60beb-373c-4c9f-a3d6-798a5e9340bc | 6820ce00-e935-4326-8fec-f084be377256 |       40 |   16.0 | f      | 2023-07-04 08:02:33.15509  | 2023-07-04 08:02:33.15509
 0727d382-e158-4e7f-b361-c91b7fd91562 | 46f60beb-373c-4c9f-a3d6-798a5e9340bc | e7037c34-a0fa-456e-9553-3db60f661f66 |        2 |    0.4 | f      | 2023-07-04 08:02:33.162743 | 2023-07-04 08:02:33.166186
 0db88c0f-302a-46ed-bd41-dc914beceb53 | 9d389e9f-6387-4d57-8be0-3ead5a18d4c5 | 6820ce00-e935-4326-8fec-f084be377256 |      198 |   79.2 | f      | 2023-07-04 08:03:37.908571 | 2023-07-04 08:03:37.908571
 bc85d54c-ff5b-46d9-b823-a2e28bfdbbe6 | 9d389e9f-6387-4d57-8be0-3ead5a18d4c5 | e7037c34-a0fa-456e-9553-3db60f661f66 |      109 |   21.8 | f      | 2023-07-04 08:03:37.917301 | 2023-07-04 08:03:37.920437
 5d9e3278-edeb-46f5-ad06-c32413b0d022 | 18be6a61-dcc5-4448-9f5c-0224541ce32a | 292b78df-fed4-45b9-bc2d-04563e0a519c |       52 |   20.8 | f      | 2023-07-04 08:08:05.208588 | 2023-07-04 08:08:05.208588
 6fdc86a0-f82e-457f-9d45-1cb52a531fff | 18be6a61-dcc5-4448-9f5c-0224541ce32a | 5d8dbf87-3d2e-4d7a-8a02-f0f8eef6396c |       55 |   11.0 | f      | 2023-07-04 08:08:05.219927 | 2023-07-04 08:08:05.224874
 4a317910-4886-47ea-bdeb-075567cb8379 | 18be6a61-dcc5-4448-9f5c-0224541ce32a | 4476477f-833c-4db4-85ee-51a8561bcfac |        2 |    0.9 | f      | 2023-07-04 08:08:05.235778 | 2023-07-04 08:08:05.241296
 744a0fcf-03a0-4bf9-af22-08b8bc4f7b67 | 18be6a61-dcc5-4448-9f5c-0224541ce32a | af731148-78fe-42a0-bb59-693f1be78d6e |        3 |    0.3 | f      | 2023-07-04 08:08:05.249734 | 2023-07-04 08:08:05.253062
 b9957942-55e4-4085-a19b-7a7f8b52d53d | 46548391-b06e-4e17-a597-f636888af7ca | 6820ce00-e935-4326-8fec-f084be377256 |        5 |    2.0 | f      | 2023-07-04 08:26:24.053656 | 2023-07-04 08:26:24.053656
 45154fe5-e3a7-442c-8f2b-5ad86bdb9484 | 46548391-b06e-4e17-a597-f636888af7ca | e7037c34-a0fa-456e-9553-3db60f661f66 |        7 |    1.4 | f      | 2023-07-04 08:26:24.062974 | 2023-07-04 08:26:24.066463
 55752283-d435-4dc2-95b8-53848b1cb68e | 322a3fdb-b8ee-472a-a20c-75cdcc8cc541 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |       32 |        | f      | 2023-07-04 09:42:11.497252 | 2023-07-04 09:42:11.50616
 c59b22af-6c2b-4a5b-8932-1ae747ccbd00 | bb659f79-4e86-47d3-a80a-e80d29004657 | 0ca9545e-222e-43d9-82d6-f11088aac39d |        2 |    0.9 | f      | 2023-07-05 09:01:28.046593 | 2023-07-05 09:01:28.050058
 48c786a9-ed8c-4fff-889e-0240df7bf1ef | 322a3fdb-b8ee-472a-a20c-75cdcc8cc541 | 78c6e2e7-d3db-417f-9e3a-548c6887ce31 |      960 |  161.0 | f      | 2023-07-04 09:42:11.507389 | 2023-07-04 09:42:11.522893
 c029b2a3-63af-4257-91fa-dec7612c621d | c0edbd4f-d576-4da0-8a17-cda4722d2a67 | 292b78df-fed4-45b9-bc2d-04563e0a519c |       70 |   28.0 | f      | 2023-07-04 09:44:28.708313 | 2023-07-04 09:44:28.708313
 64ba10d9-c900-4e1c-9ce4-fc01aa5d9fc4 | c0edbd4f-d576-4da0-8a17-cda4722d2a67 | 5d8dbf87-3d2e-4d7a-8a02-f0f8eef6396c |      248 |   49.6 | f      | 2023-07-04 09:44:28.71597  | 2023-07-04 09:44:28.719
 e2ead425-7601-491e-86ef-5874cd0f6804 | 540aee55-a53c-456c-88d9-231202da5f2e | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      476 |        | f      | 2023-07-04 10:41:41.645095 | 2023-07-04 10:41:41.653279
 30dd88e0-82d4-463a-b041-5903424e7a0a | c627fb1a-d0b0-4c74-a17e-c4e905dfb18e | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      476 |        | f      | 2023-07-04 11:54:56.27838  | 2023-07-04 11:54:56.290336
 1d2fe108-742b-4750-af1f-ac7309bad1eb | 9ce6516a-4389-4655-9942-2afd4fbb4902 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |       32 |        | f      | 2023-07-05 04:32:42.341889 | 2023-07-05 04:32:42.351891
  d61db342-f1a9-462f-b85e-56b58376f9d0 | 9ce6516a-4389-4655-9942-2afd4fbb4902 | 78c6e2e7-d3db-417f-9e3a-548c6887ce31 |      960 |  161.0 | f      | 2023-07-05 04:32:42.353058 | 2023-07-05 04:32:42.364838
 d74021f9-f723-449f-9a5b-874b2c5ce7c0 | 560f06bf-ebfd-4dcb-ab33-aa8685dc8a42 | 6820ce00-e935-4326-8fec-f084be377256 |      115 |   46.0 | f      | 2023-07-05 04:33:43.65631  | 2023-07-05 04:33:43.65631
 4404ce1b-5bff-483e-a6c8-41a57bc2c5fd | 560f06bf-ebfd-4dcb-ab33-aa8685dc8a42 | e7037c34-a0fa-456e-9553-3db60f661f66 |       92 |   18.4 | f      | 2023-07-05 04:33:43.663642 | 2023-07-05 04:33:43.666659
 8bf55dd0-6a79-4ff6-bfa5-be77ddef19d6 | 04cdc0d8-ca94-4821-9853-a79aa2985e36 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      594 |        | f      | 2023-07-05 04:41:34.098071 | 2023-07-05 04:41:34.1082
 85a6d6d4-d653-499e-9687-c886054d5ea4 | 23beab62-7f21-459a-abac-e44071d2e4ab | 6820ce00-e935-4326-8fec-f084be377256 |      197 |   78.8 | f      | 2023-07-05 04:45:59.868623 | 2023-07-05 04:45:59.868623
 95bd300b-98b4-4ef4-8f25-620112bb88f0 | 23beab62-7f21-459a-abac-e44071d2e4ab | e7037c34-a0fa-456e-9553-3db60f661f66 |       84 |   16.8 | f      | 2023-07-05 04:45:59.877804 | 2023-07-05 04:45:59.880831
 1d841b6f-133f-41b2-9a0c-9aebefac2768 | 1a9f0f07-a74b-4523-8030-88ce97f6b3fa | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |       32 |        | f      | 2023-07-05 05:31:26.611161 | 2023-07-05 05:31:26.619862
 ecccaab1-40d9-42ce-95c9-249872783016 | 2a81c166-cb8d-406c-8519-06f6083ac7e5 | 3f385dec-62bf-4380-9ff6-a2280a32a1f3 |     1120 |    0.0 | f      | 2023-07-05 10:32:23.590748 | 2023-07-05 10:32:23.594432
 9bf6b367-a8a4-4ab8-b96e-8d622487ce66 | 1a9f0f07-a74b-4523-8030-88ce97f6b3fa | 78c6e2e7-d3db-417f-9e3a-548c6887ce31 |      960 |  244.0 | f      | 2023-07-05 05:31:26.621127 | 2023-07-05 05:31:26.635375
 b6a83f30-be54-48b8-beda-9d5f0ee46e8e | 346e9a26-ad1a-436d-aacd-9ba95ef0e7c9 | 6820ce00-e935-4326-8fec-f084be377256 |      503 |  201.2 | f      | 2023-07-05 05:33:38.926404 | 2023-07-05 05:33:38.926404
 73648a69-83bf-41f2-b58e-6a58b4b5fd5b | ae88e2f9-127d-45fe-9ba8-e07b822b79bc | 6820ce00-e935-4326-8fec-f084be377256 |       43 |   17.2 | f      | 2023-07-05 06:05:56.544719 | 2023-07-05 06:05:56.544719
 58a19940-233c-498d-b3cf-45f918b0dffa | ae88e2f9-127d-45fe-9ba8-e07b822b79bc | e7037c34-a0fa-456e-9553-3db60f661f66 |       10 |    2.0 | f      | 2023-07-05 06:05:56.553273 | 2023-07-05 06:05:56.557557
 777800eb-3ecb-454f-ae24-1ed96334c81f | 4795b943-64e4-426e-9ade-ed1ef8e02620 | 6820ce00-e935-4326-8fec-f084be377256 |      159 |   63.6 | f      | 2023-07-05 06:10:18.412267 | 2023-07-05 06:10:18.412267
 99639617-ca4a-4c19-aad3-d9f930607d70 | 4795b943-64e4-426e-9ade-ed1ef8e02620 | e7037c34-a0fa-456e-9553-3db60f661f66 |      134 |   26.8 | f      | 2023-07-05 06:10:18.421886 | 2023-07-05 06:10:18.424921
 ac5f7170-9bf6-4b63-b50e-2008c610607e | cc5fe749-5fff-47da-a71a-3ddc493a06b9 | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      300 |        | f      | 2023-07-05 06:10:58.053938 | 2023-07-05 06:10:58.066906
 1f6458b7-16dc-4e70-b7b2-f58e90a35292 | f4ab706e-b339-4b87-a2c2-305507c83491 | 6820ce00-e935-4326-8fec-f084be377256 |       36 |   14.4 | f      | 2023-07-05 06:15:56.385152 | 2023-07-05 06:15:56.385152
 1d16dc09-a739-4844-9532-fb54ae48a55a | f4ab706e-b339-4b87-a2c2-305507c83491 | e7037c34-a0fa-456e-9553-3db60f661f66 |       21 |    4.2 | f      | 2023-07-05 06:15:56.394455 | 2023-07-05 06:15:56.397797
 140eae81-1e27-4a4c-b589-32f78b032648 | 8567e3b7-a3c5-4df6-a24e-ec856938ed4f | 476e77d7-bc33-46f8-b035-23fa9ed8da59 |      594 |        | f      | 2023-07-05 07:22:46.677787 | 2023-07-05 07:22:46.688667
 781511e6-77cb-44f2-8ef1-2967f066fa05 | 15df7762-436f-486a-b79a-cd7f06c03685 | 6820ce00-e935-4326-8fec-f084be377256 |       27 |   10.8 | f      | 2023-07-05 07:50:07.932225 | 2023-07-05 07:50:07.932225
 5075b5e3-88f5-4cd7-ab66-e1b7b1a80ae0 | 15df7762-436f-486a-b79a-cd7f06c03685 | e7037c34-a0fa-456e-9553-3db60f661f66 |       10 |    2.0 | f      | 2023-07-05 07:50:07.940634 | 2023-07-05 07:50:07.944094
